verbatim_name,verbatim_aphia_id,accepted_name,aphia_id,SpecCode,kingdom,phylum,class,order,family,genus,rank
FISTULARIA PETIMBA,NA,Fistularia petimba,159439,3276,Animalia,Chordata,Teleostei,Syngnathiformes,Fistulariidae,Fistularia,Species
PARALICHTHYS LETHOSTIGMA,NA,Paralichthys lethostigma,158829,981,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,Species
UROPHYCIS FLORIDANA,NA,Urophycis floridana,158990,1882,Animalia,Chordata,Teleostei,Gadiformes,Phycidae,Urophycis,Species
CARANX RUBER,NA,Caranx ruber,302432,1918,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,Species
HAEMULON STRIATUM,NA,Haemulon striatum,275739,1143,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Species
CHAETODON ACULEATUS,NA,Prognathodes aculeatus,273369,3600,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,Species
PSEUDUPENEUS MACULATUS,NA,Pseudupeneus maculatus,159421,1094,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Pseudupeneus,Species
SERIOLA RIVOLIANA,NA,Seriola rivoliana,126818,1007,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,Species
CITHARICHTHYS CORNUTUS,NA,Citharichthys cornutus,158792,4211,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,Species
LEPOPHIDIUM JEANNAE,NA,Lepophidium jeannae,159138,3110,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Lepophidium,Species
HISTRIO HISTRIO,NA,Histrio histrio,126533,3089,Animalia,Chordata,Teleostei,Lophiiformes,Antennariidae,Histrio,Species
MONACANTHUS CILIATUS,NA,Monacanthus ciliatus,159497,4280,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Monacanthus,Species
DIODON HYSTRIX,NA,Diodon hystrix,127403,1022,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,Species
ABUDEFDUF SAXATILIS,NA,Abudefduf saxatilis,159288,1119,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,Species
MYRIPRISTIS JACOBUS,NA,Myripristis jacobus,159385,1063,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Myripristis,Species
LUTJANUS VIVANUS,NA,Lutjanus vivanus,159801,185,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Species
ISURUS OXYRINCHUS,NA,Isurus oxyrinchus,105839,752,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Isurus,Species
CHAETODONTIDAE,NA,Chaetodontidae,125528,NA,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,NA,Family
ASTROSCOPUS GUTTATUS,NA,Astroscopus guttatus,159251,3703,Animalia,Chordata,Teleostei,Perciformes,Uranoscopidae,Astroscopus,Species
ALUTERUS HEUDELOTI,NA,Aluterus heudelotii,159489,4273,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species
CYNOSCION ARENARIUS,NA,Cynoscion arenarius,276077,1170,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Cynoscion,Species
PARALICHTHYS ALBIGUTTA,NA,Paralichthys albigutta,158825,980,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,Species
CALAMUS NODOSUS,NA,Calamus nodosus,159243,1226,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Calamus,Species
ANTENNARIUS OCELLATUS,NA,Fowlerichthys ocellatus,712507,3085,Animalia,Chordata,Teleostei,Lophiiformes,Antennariidae,Antennarius,Species
ACANTHURUS COERULEUS,NA,Acanthurus coeruleus,159581,944,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,Species
NICHOLSINA USTA,NA,Nicholsina usta,159298,1151,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Nicholsina,Species
RYPTICUS SUBBIFRENATUS,NA,Rypticus subbifrenatus,275964,3355,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Rypticus,Species
BOTHUS ROBINSI,NA,Bothus robinsi,159277,4208,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Bothus,Species
MYCTEROPERCA INTERSTITIALIS,NA,Mycteroperca interstitialis,273878,1211,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,Species
PRIONOTUS STEARNSI,NA,Prionotus stearnsi,159576,4028,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Prionotus,Species
HOLOCENTRIDAE,NA,Holocentridae,125458,NA,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,NA,Family
NEOMERINTHE HEMINGWAYI,NA,Neomerinthe hemingwayi,159554,3930,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Neomerinthe,Species
OSTICHTHYS TRACHYPOMA,NA,Ostichthys trachypoma,159399,3252,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Ostichthys,Species
MANTA BIROSTRIS,NA,Mobula birostris,1026118,2061,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Manta,Species
ATHERINIDAE,NA,Atherinidae,125438,NA,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,NA,Family
SCORPAENA DISPAR,NA,Scorpaena dispar,274706,3940,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,Species
CALAMUS PRORIDENS,NA,Calamus proridens,275973,1229,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Calamus,Species
URASPIS SECUNDA,NA,Uraspis secunda,159658,1012,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Uraspis,Species
TETRAPTURUS ALBIDUS,NA,Kajikia albida,712906,219,Animalia,Chordata,Teleostei,Carangiformes,Istiophoridae,Tetrapturus,Species
CYTTOPSIS ROSEA,NA,Cyttopsis rosea,127425,4953,Animalia,Chordata,Teleostei,Zeiformes,Parazenidae,Cyttopsis,Species
CLEPTICUS PARRAE,NA,Clepticus parrae,280214,3656,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Clepticus,Species
DIODON HOLOCANTHUS,NA,Diodon holocanthus,127402,4659,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,Species
SCHULTZEA BETA,NA,Schultzea beta,282691,3340,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Schultzea,Species
EPINEPHELUS GUTTATUS,NA,Epinephelus guttatus,159352,15,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,Species
GYMNOTHORAX SAXICOLA,NA,Gymnothorax saxicola,158585,2616,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,Species
UROPHYCIS EARLLI,NA,Urophycis earllii,158989,1885,Animalia,Chordata,Teleostei,Gadiformes,Phycidae,Urophycis,Species
ANTHIAS NICHOLSI,NA,Anthias nicholsi,159344,3313,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Anthias,Species
EPINEPHELUS NIVEATUS,NA,Hyporthodus niveatus,475101,1208,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,Species
LOPHIUS GASTROPHYSUS,NA,Lophius gastrophysus,159185,1078,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,Species
CHAUNAX STIGMAEUS,NA,Chaunax stigmaeus,159151,3090,Animalia,Chordata,Teleostei,Lophiiformes,Chaunacidae,Chaunax,Species
TRICHIURIDAE,NA,Trichiuridae,125571,NA,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,NA,Family
CHAETODON AYA,NA,Prognathodes aya,273370,3601,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,Species
HEMANTHIAS AUREORUBENS,NA,Baldwinella aureorubens,1015364,3324,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Hemanthias,Species
ANGUILLA ROSTRATA,NA,Anguilla rostrata,158562,296,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Species
CITHARICHTHYS SPILOPTERUS,NA,Citharichthys spilopterus,159166,4216,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,Species
UPENEUS PARVUS,NA,Upeneus parvus,159422,1095,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Upeneus,Species
SAURIDA BRASILIENSIS,NA,Saurida brasiliensis,158756,2716,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Saurida,Species
LUTJANUS ANALIS,NA,Lutjanus analis,159792,1403,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Species
SCORPAENA AGASSIZI,NA,Scorpaena agassizii,159560,3934,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,Species
HEMANTHIAS VIVANUS,NA,Baldwinella vivanus,1019849,3327,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Hemanthias,Species
HYPLEUROCHILUS GEMINATUS,NA,Hypleurochilus geminatus,159602,3759,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Hypleurochilus,Species
OPSANUS PARDUS,NA,Opsanus pardus,275648,3068,Animalia,Chordata,Teleostei,Batrachoidiformes,Batrachoididae,Opsanus,Species
PARABLENNIUS MARMOREUS,NA,Parablennius marmoreus,159609,3769,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Parablennius,Species
HOLANTHIAS MARTINICENSIS,NA,Pronotogrammus martinicensis,282365,3328,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Holanthias,Species
LOPHIIFORMES,NA,Lophiiformes,10316,NA,Animalia,Chordata,Teleostei,Lophiiformes,NA,NA,Order
CLINIDAE,NA,Clinidae,125530,NA,Animalia,Chordata,Teleostei,Blenniiformes,Clinidae,NA,Family
ARIOMMA MELANUM,NA,Ariomma melana,403239,3916,Animalia,Chordata,Teleostei,Scombriformes,Ariommatidae,Ariomma,Species
EPINEPHELUS MORIO,NA,Epinephelus morio,159354,17,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,Species
MEMBRAS MARTINICA,NA,Membras martinica,159220,3240,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Membras,Species
GOBIIDAE,NA,Gobiidae,125537,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,NA,Family
PARALICHTHYS SQUAMILENTUS,NA,Paralichthys squamilentus,158827,4230,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,Species
APOGON MACULATUS,NA,Apogon maculatus,159589,3526,Animalia,Chordata,Teleostei,Kurtiformes,Apogonidae,Apogon,Species
CARCHARHINUS ACRONOTUS,NA,Carcharhinus acronotus,158508,857,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Species
MOLA MOLA,NA,Mola mola,127405,1732,Animalia,Chordata,Teleostei,Tetraodontiformes,Molidae,Mola,Species
SYNGNATHUS LOUISIANAE,NA,Syngnathus louisianae,159453,3304,Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,Species
XENOLEPIDICHTHYS DALGLEISHI,NA,Xenolepidichthys dalgleishi,159432,3257,Animalia,Chordata,Teleostei,Zeiformes,Grammicolepididae,Xenolepidichthys,Species
SERRANUS ATROBRANCHUS,NA,Serranus atrobranchus,273891,3343,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,Species
APELTES QUADRACUS,NA,Apeltes quadracus,159436,3269,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Apeltes,Species
CYPSELURUS CYANOPTERUS,NA,Cheilopogon cyanopterus,217862,7695,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cypselurus,Species
COOKEOLUS JAPONICUS,NA,Cookeolus japonicus,127003,3517,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Cookeolus,Species
POMACENTRIDAE,NA,Pomacentridae,125553,NA,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,NA,Family
DECODON PUELLARIS,NA,Decodon puellaris,276747,3657,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Decodon,Species
PARAHOLLARDIA LINEATA,NA,Parahollardia lineata,282046,4272,Animalia,Chordata,Teleostei,Tetraodontiformes,Triacanthodidae,Parahollardia,Species
ALOPIAS VULPINUS,NA,Alopias vulpinus,105836,2535,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,Species
POLYMETME THAEOCORYLA,NA,Polymetme thaeocoryla,127301,57353,Animalia,Chordata,Teleostei,Stomiiformes,Phosichthyidae,Polymetme,Species
CETORHINUS MAXIMUS,NA,Cetorhinus maximus,105837,90,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,Species
PRISTIPOMOIDES AQUILONARIS,NA,Pristipomoides aquilonaris,159805,198,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,Species
CORYPHAENA HIPPURUS,NA,Coryphaena hippurus,126846,6,Animalia,Chordata,Teleostei,Carangiformes,Coryphaenidae,Coryphaena,Species
ETROPUS RIMOSUS,NA,Etropus rimosus,158802,4223,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Etropus,Species
DIPLECTRUM BIVITTATUM,NA,Diplectrum bivittatum,276176,3318,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Diplectrum,Species
CAULOLATILUS MICROPS,NA,Caulolatilus microps,159404,987,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Caulolatilus,Species
ETMOPTERUS GRACILISPINIS,NA,Etmopterus gracilispinis,158523,678,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,Species
SERIOLA FASCIATA,NA,Seriola fasciata,126817,1006,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,Species
LAEMONEMA BARBATULUM,NA,Laemonema barbatulum,158979,28218,Animalia,Chordata,Teleostei,Gadiformes,Moridae,Laemonema,Species
CAULOLATILUS CHRYSOPS,NA,Caulolatilus chrysops,159403,983,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Caulolatilus,Species
CORNIGER SPINOSUS,NA,Corniger spinosus,280402,3246,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Corniger,Species
HOLOCENTRUS RUFUS,NA,Holocentrus rufus,276189,1062,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus,Species
SARDA ORIENTALIS,NA,Sarda orientalis,219713,114,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Sarda,Species
REINHARDTIUS HIPPOGLOSSOIDES,NA,Reinhardtius hippoglossoides,127144,516,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,Species
CANTHIDERMIS SUFFLAMEN,NA,Canthidermis sufflamen,127399,4279,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Canthidermis,Species
TRACHINOTUS FALCATUS,NA,Trachinotus falcatus,367285,1010,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachinotus,Species
CHILOMYCTERUS ATINGA,NA,Chilomycterus reticulatus,219964,10206,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Chilomycterus,Species
EPINEPHELUS FLAVOLIMBATUS,NA,Hyporthodus flavolimbatus,475077,1205,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,Species
OPHIDION SELENOPS,NA,Ophidion selenops,158768,3116,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,Species
PRIACANTHUS CRUENTATUS,NA,Heteropriacanthus cruentatus,127004,1150,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Priacanthus,Species
CAPROIDAE,NA,Caproidae,125613,NA,Animalia,Chordata,Teleostei,Acanthuriformes,Caproidae,NA,Family
NESIARCHUS NASUTUS,NA,Nesiarchus nasutus,126865,7573,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Nesiarchus,Species
SQUALIDAE,NA,Squalidae,105716,NA,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,NA,Family
OLIGOPLITES SAURUS,NA,Oligoplites saurus,159645,1001,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Oligoplites,Species
CITHARICHTHYS GYMNORHINUS,NA,Citharichthys gymnorhinus,158793,4213,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,Species
SPHOEROIDES PACHYGASTER,NA,Sphoeroides pachygaster,127417,4296,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species
EULEPTORHAMPHUS VELOX,NA,Euleptorhamphus velox,159276,3155,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Euleptorhamphus,Species
ELOPS SAURUS,NA,Elops saurus,157875,175,Animalia,Chordata,Teleostei,Elopiformes,Elopidae,Elops,Species
MENTICIRRHUS LITTORALIS,NA,Menticirrhus littoralis,159327,411,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,Species
PLECTRYPOPS RETROSPINIS,NA,Plectrypops retrospinis,277960,3253,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Plectrypops,Species
VINCIGUERRIA SP,NA,Vinciguerria,126194,NA,Animalia,Chordata,Teleostei,Stomiiformes,Phosichthyidae,Vinciguerria,Genus
GEPHYROBERYX DARWINI,NA,Gephyroberyx darwinii,126401,4962,Animalia,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,Gephyroberyx,Species
AMMODYTES AMERICANUS,NA,Ammodytes americanus,159587,3820,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,Species
CYCLOPTERIDAE,NA,Cyclopteridae,125590,NA,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,NA,Family
MALACANTHUS PLUMIERI,NA,Malacanthus plumieri,277261,3541,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Malacanthus,Species
ZOARCIDAE,NA,Zoarcidae,125575,NA,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,NA,Family
LACTOPHRYS TRIGONUS,NA,Lactophrys trigonus,158931,1107,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Lactophrys,Species
ANTIGONIA COMBATIA,NA,Antigonia combatia,159429,3259,Animalia,Chordata,Teleostei,Acanthuriformes,Antigoniidae,Antigonia,Species
EUTHYNNUS ALLETTERATUS,NA,Euthynnus alletteratus,127017,97,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Euthynnus,Species
SERRANUS NOTOSPILUS,NA,Serranus notospilus,273901,3346,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,Species
CARCHARHINUS FALCIFORMIS,NA,Carcharhinus falciformis,105789,868,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Species
CYPSELURUS MELANURUS,NA,Cheilopogon melanurus,272157,1030,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cypselurus,Species
POMACANTHUS ARCUATUS,NA,Pomacanthus arcuatus,159287,1117,Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Pomacanthus,Species
GEMPYLUS SERPENS,NA,Gempylus serpens,126862,1041,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Gempylus,Species
MEGALOPS ATLANTICUS,NA,Megalops atlanticus,126430,1079,Animalia,Chordata,Teleostei,Elopiformes,Megalopidae,Megalops,Species
CARCHARHINUS BREVIPINNA,NA,Carcharhinus brevipinna,105788,865,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Species
GALEOCERDO CUVIER,NA,Galeocerdo cuvier,105799,886,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Galeocerdonidae,Galeocerdo,Species
LAMNA NASUS,NA,Lamna nasus,105841,88,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,Species
AUXIS THAZARD,NA,Auxis thazard,127016,94,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Auxis,Species
BREVIRAJA PLUTONIA,NA,Fenestraja plutonia,158550,51799,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Breviraja,Species
